10.7181, 0.759402, 9.46067, 1.14907, 9.09306, 1.10944, 8.91856, 1.1335, 9.32347, 1.08842, 9.04614, 1.1348, 8.93953, 1.15254, 8.8231, 1.15423, 9.07042, 1.1229, 9.0285, 1.14577
10.8506, 0.304795, 9.89993, 0.677836, 9.53143, 0.708005, 9.3007, 0.718882, 8.97105, 0.687534, 9.3477, 0.675378, 9.03712, 0.683385, 8.87139, 0.686518, 10.0265, 0.768985, 9.14718, 0.692011
10.9194, 2.57659, 9.6778, 2.58666, 9.44756, 2.56354, 9.55784, 2.54711, 9.21143, 2.52002, 9.39306, 2.52539, 9.29064, 2.53273, 9.20866, 2.53254, 9.3781, 2.53115, 9.30107, 2.53393
11.3565, 32.2475, 9.34474, 30.2065, 6.66842, 30.2662, 6.40185, 30.135, 6.39268, 30.5618, 6.26747, 29.807, 6.40288, 29.4265, 6.49773, 29.9437, 6.28679, 29.4836, 6.30701, 29.5338

11.0511, 10.7072, 9.54899, 10.8976, 9.65299, 10.8615, 9.37945, 11.3099, 9.4016, 10.8193, 9.4844, 10.8228, 9.43165, 10.8081, 9.39332, 10.8609, 9.44284, 10.6181, 9.2377, 10.7047

11.1007, 0.34473, 9.64686, 0.708092, 9.67871, 0.729426, 9.70208, 0.755883, 10.2701, 0.790842, 18.6219, 0.911616, 9.68483, 0.774734, 11.0894, 0.831763, 10.4253, 0.801688, 13.1999, 0.845493
10.2377, 0.186322, 9.37683, 0.574082, 9.36363, 0.573565, 9.49616, 0.600476, 9.59142, 0.589138, 17.9213, 0.652442, 9.14173, 0.575016, 10.3445, 0.60393, 9.76768, 0.585535, 12.6626, 0.617416
10.6366, 2.45636, 9.58099, 2.47539, 9.42784, 2.51226, 10.9438, 2.50761, 9.73571, 2.53659, 17.4447, 2.55455, 9.18987, 2.47684, 10.6225, 2.4898, 10.5119, 2.60307, 12.9653, 2.54386
10.3638, 34.3564, 9.59626, 29.7983, 7.24355, 30.3007, 8.10478, 31.2714, 8.43513, 30.9436, 15.7911, 30.7367, 7.17545, 30.9932, 8.58311, 30.9187, 7.83692, 30.4912, 10.7811, 30.9451

10.2992, 9.92097, 9.20068, 10.453, 9.32692, 10.2835, 9.42002, 10.3773, 9.66232, 10.2021, 18.0985, 10.4913, 9.07551, 9.91546, 10.4169, 10.2502, 9.73665, 11.1222, 12.4058, 10.1644

1.30361, 1.82903, 0.562352, 1.78698, 0.584914, 1.49083, 0.60361, 1.32719, 0.599022, 1.29101, 0.598113, 1.2926, 0.603748, 1.34245, 0.602748, 1.33809, 0.609293, 1.2094, 0.613901, 1.25088
1.0367, 1.08145, 0.533853, 0.941492, 0.574483, 0.518938, 0.574865, 0.402413, 0.575753, 0.390585, 0.598918, 0.393188, 0.573039, 0.430454, 0.566208, 0.405771, 0.581166, 0.369927, 0.568959, 0.37706
0.946339, 2.69148, 0.539702, 2.61542, 0.590336, 2.58883, 0.576749, 2.46581, 0.589169, 2.51098, 0.581197, 2.51171, 0.565474, 2.51816, 0.570067, 2.56291, 0.582164, 2.55614, 0.594529, 2.57293
0.650359, 34.082, 0.532433, 32.9673, 0.655631, 30.9179, 0.575681, 30.6902, 0.565201, 30.8348, 0.613937, 31.2665, 0.564091, 31.2246, 0.579485, 31.9113, 0.591703, 31.6811, 0.569851, 31.963

1.11345, 12.0907, 0.554208, 11.5794, 0.592044, 10.7754, 0.574678, 12.0858, 0.567774, 10.7631, 0.564703, 10.9389, 0.580883, 10.8407, 0.562972, 10.7441, 0.576846, 10.9113, 0.566288, 11.6646

29.1197, 2.19942, 29.4151, 2.33903, 29.3306, 2.77519, 29.3242, 2.24484, 28.8497, 2.47005, 28.6461, 2.34704, 28.362, 2.3993, 27.9374, 2.25686, 28.5573, 2.2159, 28.9161, 2.14607
28.5638, 0.662256, 28.4448, 0.657418, 29.3753, 1.34182, 28.0002, 0.676335, 28.2919, 0.715453, 28.1213, 0.6788, 27.8198, 0.695416, 26.8313, 0.641878, 27.7597, 0.633808, 27.4575, 0.611707
27.92, 8.82938, 30.7218, 9.21279, 30.2199, 8.62587, 28.9091, 8.60124, 28.8633, 9.03974, 28.6126, 8.66083, 27.946, 8.43689, 27.6908, 8.97566, 27.6941, 8.56143, 27.2535, 8.48783
29.2872, 32.9709, 30.0305, 33.9867, 29.1897, 33.3049, 28.8788, 32.2994, 28.8479, 32.6414, 28.8968, 31.7255, 28.6927, 31.9931, 29.3233, 31.9545, 28.5581, 31.6849, 28.5031, 31.8613

29.3394, 18.6206, 29.9894, 17.7111, 29.7293, 15.6884, 30.5582, 15.8685, 30.739, 18.5694, 29.2846, 15.2298, 31.1794, 19.3004, 29.3289, 14.9404, 29.5426, 15.2174, 29.2106, 14.8638

45.072, 1.38853, 41.3729, 1.74913, 41.62, 1.34343, 39.0029, 1.24788, 39.5362, 1.31289, 43.9444, 1.32422, 40.8516, 1.63553, 39.4032, 1.44906, 43.2937, 1.41376, 39.7863, 1.64139
43.3198, 0.55632, 40.5183, 0.540378, 44.964, 0.569831, 45.1618, 0.557879, 45.6844, 0.570299, 42.2909, 0.585329, 42.5878, 0.609103, 46.327, 0.625055, 43.1789, 0.62662, 46.4511, 0.630362
42.7581, 6.1313, 42.9292, 6.17347, 44.6837, 6.53201, 40.5341, 6.54602, 40.8235, 6.59181, 43.4814, 6.74099, 44.4325, 6.71958, 44.3047, 6.6829, 41.4458, 6.71637, 41.1383, 6.61832
45.3972, 32.9872, 40.3372, 31.1893, 35.4373, 31.3122, 35.3634, 33.2044, 39.7153, 31.6769, 34.2951, 32.4113, 34.7227, 31.3716, 38.0533, 32.1087, 33.6131, 32.0052, 33.3552, 31.1313
